Account,2024-04-05,2024-04-08,2024-05-03,2024-04-17,2024-05-10,2024-05-15,2024-05-08,2024-05-09,2024-05-20,Total Follows
praxisnation,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0
twitter,3.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0
_bfarmer,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0
qthomp,3.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0
PropyInc,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
jump_,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0
rollbitcom,4.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0
blockchaincap,3.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,13.0
Stacks,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0
UChicago,3.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,13.0
slingshotcrypto,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
6glejkHwE4,2.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,13.0
BruestleJeremy,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0
trentdotsol,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
4MdA62CeUh,1.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0
kuzco_xyz,2.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,13.0
elixir,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
ABCDELabs,3.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0
rargulati,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
instagram,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,13.0
immunefi,4.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0
fuel_network,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
mhdempsey,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0
chainway_xyz,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
citrea_xyz,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
DCGco,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0
MorganStanley,3.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0
MorphL2,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
ethstatus,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
StanfordGSB,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0
LtNsM8TzU8,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
QwQiao,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
wharton,2.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,12.0
axiom_xyz,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
AvailProject,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0
FeederRotation,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0
northwoodspace,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
foundersfund,3.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0
eliqiann,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
hyperbolic_labs,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,12.0
mikeneuder,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
yangl1996,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0
dwr,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,12.0
thenotcoin,3.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0
secgov,3.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0
sentient_agi,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
amandatums,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0
mikedemarais,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,12.0
zWTvLoSAyZ,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,12.0
FWBtweets,3.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0
v3JCobIT8q,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
PrivacyScaling,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
ether_fi,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
kcvCV0IBJe,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
lmrankhan,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,12.0
bridgitmendler,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
succinctlabs,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
goodgamepodxyz,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,12.0
exolabs_,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0
jumptrading,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0
GrowSF,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
OreSupply,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,12.0
delphi_digital,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,12.0
Binance,3.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,12.0
ParticleNtwrk,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
shayne_coplan,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,12.0
business,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
CarnegieMellon,2.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,12.0
openai,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0
indexed_pod,3.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0
ScottWu46,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0
JackLipstone,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
adcock_brett,3.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0
ChapterOne,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
colgateuniv,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
buffalu__,3.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0
MacroMate8,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
l3VmRrQYfM,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
movementlabsxyz,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,12.0
MetricsDAO,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
aeyakovenko,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
starknet,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
akileshpotti,3.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0
_kaitoai,1.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,12.0
CL207,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
MHreWu6AV9,2.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,11.0
SevenXVentures,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
enshriningplebs,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0
delitzer,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
CircuitTrading_,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
MapleLeafCap,2.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,11.0
manifoldxyz,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
nascentxyz,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
shefiorg,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
SpeakerBoehner,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
Blockworks_,3.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0
BCG,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0
build_on_bob,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0
pendle_fi,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0
TaprootWizards,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
sorellalabs,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0
blockworksres,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,11.0
SaGT3y9AtE,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,11.0
casparschwa,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
darkforest_eth,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
mckinsey,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0
AgentChud,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
apg_capital,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0
tracecrypto1,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
bridgewater,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
Bridgewater,3.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0
AlloraNetwork,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0
santiagoroel,3.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0
probablynothing,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0
uchicago,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
cointelegraph,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
awscloud,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,11.0
trustmachinesco,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
axelarnetwork,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0
newinternet_,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
anoma,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0
Cornell_Tech,3.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0
blockchainassn,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
ArchNtwrk,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0
twosigma,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
optimisticl2s,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
zyJoDMPFJg,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
0xsmac,2.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,11.0
BainCapCrypto,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
chainlink,3.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0
myprizecom,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
hal2001,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
bloXrouteLabs,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
Uber,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
JasonYanowitz,3.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0
beondeck,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0
ournetwork__,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
cindyleowtt,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
OscarHealth,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
openzeppelin,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
azuki,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
Yale,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
sophon,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0
hedera,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
cooper_kunz,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
MakerDAO,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
Second_Lane,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
cairoeth,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
tigerhillDC,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
OptimismGov,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
BisonTrails,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
the_DTCC,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
Square,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
ADoricko,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
pixels_online,3.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0
a1lon9,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,11.0
vectordao,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
goodalexander,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
voltcapital,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0
AlexanderGrieve,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0
MITEcon,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
cornell,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
teamf16y,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
storyprotocol,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0
0xbowio,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,10.0
cozymaximalist,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
Ozhar,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
chainbound_,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0
0xLawliette,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
0xKipit,2.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0
MikeIppolito_,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0
VariantFund,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0
BLUR_io,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
dntse,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
BLAST_L2,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
delphi_labs,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0
CeloOrg,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
0xjaypeg,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
LJLXu7aKyi,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
nativelabs_,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
googledeepmind,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0
RollkitDev,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0
yugalabs,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
walletconnect,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
federicocarrone,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0
hosseeb,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,10.0
puffer_finance,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
lwU5yWvC6W,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
age1vc,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
ForesightVen,2.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0
zfellows_,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0
EtherealVC,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
SquadsProtocol,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0
jonwu_,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
notnotstorm,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
txsequencer,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
artemis__xyz,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
AlliumLabs,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
citsecurities,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,10.0
CalBlockchain,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
zmTzF0huan,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
CC2Ventures,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
Rockaway_X,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
BlackRock,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
nethermindeth,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0
gitcoin,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
goasymmetric,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
ksrini_,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
Twitter,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0
avara,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
newmancapitalvc,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
0xMantle,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0
Scroll_ZKP,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
geeogi,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
SpaceX,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
JupiterExchange,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0
JacobArluck,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
0xkydo,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
StabilityAI,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
ilblackdragon,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
osmosiszone,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0
veritaslimited,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0
namada,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0
daylightco,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
PessimistsArc,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
cherdougie,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
0xdoug,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0
primamateria__,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
ThielFellowship,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
YaleSOM,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
RiscZero,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,10.0
shillrxyz,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
blockgraze,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0
metaplex,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0
blast_l2,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0
spreekaway,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0
DavideCrapis,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
Ripple,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,10.0
tsarnick,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0
curiousgurnoor,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
umichMath,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
specialmech,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
alchemyplatform,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
tszzl,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
primodiumgame,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
MaxResnick1,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
search?q=%24PRO&src=cashtag_click,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
insightpartners,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
IBM,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
samschmitz,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
Tesla,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
NorthIslandVC,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0
TheRoaringKitty,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
AstriaOrg,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
zillowgonewild,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
PrimordialAA,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
zkp2p,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
_Frictionless_,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
search?q=%24COIN&src=cashtag_click,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
hypersphere_,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
LucaNetz,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
PacmanBlur,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0
friendtech,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
RedBeardVC,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0
USC,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0
infura_io,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0
2NDKSh7y3d,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
Berkeley_EECS,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0
jon_charb,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
UCC2_xyz,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0
celestiaorg,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0
khalani_network,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0
CgaoMfhUHd,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
hololens,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
mo_baioumy,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0
oxfordrobots,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0
ambushcapital,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0
Newmangrp,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
Extropic_AI,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
carrawu,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
wagieeacc,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
Piccq6DcRj,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
gethype_hq,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
facebook,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
privy_io,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
katiebiber,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
ord_io,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
UniofOxford,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,9.0
pufferfi_cn,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
adriannewman21,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
OrdinalMaxiBiz,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
SparkCapital,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
ZruvkNIdR3,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0
Lph3f6Hk2A,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0
avalabs,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0
FVn3NRNrLe,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0
